"","site","collection_date","YYYYMMDD","quadrat","plant","rhi_length","node1","node2","node3","node4","node5","leaf_length1","leaf_length2","leaf_length3","leaf_length4","leaf_length5","leaf_length6","leaf_length7","leaf_length8","leaf_length9","leaf_length10","leaf_width1","leaf_width2","leaf_width3","leaf_width4","leaf_width5","leaf_width6","leaf_width7","leaf_width8","leaf_width9","leaf_width10","rhi_mass_fw","shoot_mass_fw","xs_shoot_mass_fw","iso_count","iso_fw","gamm_amph_count","gamm_amph_fw","caprel_count","caprel_fw","limpet_count","limpet_fw","gastropod_count","gastropod_fw","crab_count","crab_fw","polychaete_count","other_animal_notes","notes","epiphyte_mass_dw","rhi_mass_dw","shoot_mass_dw","xs_shoot_mass_dw","xs_pad_mass_dw","iso_mass_dw","gamm_amph_mass_dw","caprel_mass_dw","limpet_mass_dw","gastropod_mass_dw","crab_mass_dw","leaf_area1","na.rm","leaf_area2","leaf_area3","leaf_area4","leaf_area5","leaf_area6","leaf_area7","leaf_area8","leaf_area9","leaf_area10","tot_leaf_area","mean_canopy_height"
"239","2017_H_07","20/8/17",20170820,"8","4",5,0.8,0.7,0.8,0.8,1,33.8,43,59.3,49.2,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,1.2401,1.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00829999999999997,0.1642,0.3026,NA,NA,NA,NA,NA,NA,NA,NA,16.9,TRUE,21.5,29.65,24.6,NA,NA,NA,NA,NA,NA,92.65,46.325
"240","2017_H_07","20/8/17",20170820,"8","5",5,0.5,1,1,1,0.5,48.4,29.3,41.8,47.4,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,1.3803,1.5057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00639999999999996,0.2247,0.2808,NA,NA,NA,NA,NA,NA,NA,NA,24.2,TRUE,14.65,20.9,23.7,NA,NA,NA,NA,NA,NA,83.45,41.725
"241","2017_H_05","25/7/17",20170725,"1","1",5,1,0.9,1.2,1.2,NA,101.9,34.9,61.2,87.2,40.1,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.7402,2.3773,8.0773,4,0.0273,4,0.0045,28,0.1608,5,0.1045,NA,"",NA,NA,4,"","",0.00829999999999997,0.0975,0.3382,0.9794,NA,0.00289999999999996,0.000599999999999989,0.0071,0.0416,NA,NA,40.76,TRUE,13.96,24.48,34.88,16.04,NA,NA,NA,NA,NA,130.12,65.06
"242","2017_H_05","25/7/17",20170725,"1","2",5,1.3,1.5,1.4,NA,NA,107,36,76.2,96.6,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.635,2.6468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00839999999999996,0.0795,0.4089,NA,NA,NA,NA,NA,NA,NA,NA,42.8,TRUE,14.4,30.48,38.64,NA,NA,NA,NA,NA,NA,126.32,78.95
"243","2017_H_05","25/7/17",20170725,"1","3",5,0.9,1,0.8,1.1,NA,58.8,41.2,64.2,52.4,58,19.4,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,0.4242,2.2913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0146000000000001,0.0588,0.3062,NA,NA,NA,NA,NA,NA,NA,NA,23.52,TRUE,16.48,25.68,20.96,23.2,7.76,NA,NA,NA,NA,117.6,49
"244","2017_H_05","25/7/17",20170725,"1","4",5,0.8,1,0.7,0.9,1,104.8,92.4,90.6,26.8,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.4918,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0155,0.0728,0.3483,NA,NA,NA,NA,NA,NA,NA,NA,41.92,TRUE,36.96,36.24,10.72,NA,NA,NA,NA,NA,NA,125.84,78.65
"245","2017_H_05","25/7/17",20170725,"1","5",5,0.9,1.6,1.8,NA,NA,72.4,100.2,51.8,51.2,NA,NA,NA,NA,NA,NA,0.4,0.5,0.4,0.4,NA,NA,NA,NA,NA,NA,0.5712,2.9648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0135999999999999,0.0762,0.4174,NA,NA,NA,NA,NA,NA,NA,NA,28.96,TRUE,50.1,20.72,20.48,NA,NA,NA,NA,NA,NA,120.26,68.9
"246","2017_H_05","25/7/17",20170725,"2","1",5,2.2,2.1,NA,NA,NA,89.2,64.2,125.8,76.6,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.7347,4.1548,25.9679,1,0.003,5,0.0108,8,0.029,17,0.3906,5,"0.1084",NA,NA,5,"","",0.0105999999999999,0.0793,0.5488,2.4171,NA,0.000299999999999967,0.000800000000000023,0.000800000000000023,0.1266,0.044,NA,44.6,TRUE,32.1,62.9,38.3,NA,NA,NA,NA,NA,NA,177.9,88.95
"247","2017_H_05","25/7/17",20170725,"2","2",5,1.9,1.2,2,NA,NA,84.2,15.6,84.6,108.4,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.6585,2.8766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0138,0.0721999999999999,0.3689,NA,NA,NA,NA,NA,NA,NA,NA,42.1,TRUE,7.8,42.3,54.2,NA,NA,NA,NA,NA,NA,146.4,73.2
"248","2017_H_05","25/7/17",20170725,"2","3",5,2.3,2.1,NA,NA,NA,75.4,82.6,53.2,87,85.4,NA,NA,NA,NA,NA,0.5,0.5,0.4,0.5,0.5,NA,NA,NA,NA,NA,0.6372,3.6607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0137,0.0772,0.4818,NA,NA,NA,NA,NA,NA,NA,NA,37.7,TRUE,41.3,21.28,43.5,42.7,NA,NA,NA,NA,NA,186.48,76.72
"249","2017_H_05","25/7/17",20170725,"2","4",5,0.8,1.4,1.9,NA,NA,98,122.6,69.4,27.2,46.2,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.5109,3.9839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0148999999999999,0.0678,0.4878,NA,NA,NA,NA,NA,NA,NA,NA,49,TRUE,61.3,34.7,13.6,23.1,NA,NA,NA,NA,NA,181.7,72.68
"250","2017_H_05","25/7/17",20170725,"2","5",5,0.7,1.1,1,1.4,NA,50.6,74.2,60.4,99.4,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.4799,2.7994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0148,0.0612,0.3336,NA,NA,NA,NA,NA,NA,NA,NA,20.24,TRUE,29.68,24.16,39.76,NA,NA,NA,NA,NA,NA,113.84,71.15
"251","2017_H_05","25/7/17",20170725,"3","1",5,1.3,1.5,1,1,NA,60.4,38.2,84,47.2,78.6,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.5949,2.7294,8.4123,1,0.0051,6,0.0253,7,0.0325,11,0.3486,2,"0.1213",NA,NA,6,"","",0.0117999999999999,0.0823,1.3277,0.8637,NA,0.000599999999999989,0.00259999999999999,0.00159999999999999,0.1226,0.0448000000000001,NA,30.2,TRUE,19.1,42,23.6,39.3,NA,NA,NA,NA,NA,154.2,61.68
"252","2017_H_05","25/7/17",20170725,"3","2",5,1,2.5,NA,NA,NA,71.4,14.5,102.4,61,89,25,NA,NA,NA,NA,0.6,0.3,0.6,0.6,0.6,0.6,NA,NA,NA,NA,0.6627,5.1599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0175,0.0831,0.7003,NA,NA,NA,NA,NA,NA,NA,NA,42.84,TRUE,4.35,61.44,36.6,53.4,15,NA,NA,NA,NA,213.63,60.55
"253","2017_H_05","25/7/17",20170725,"3","3",4.4,1,1,0.7,0.9,NA,63.8,64,35.1,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0.5052,1.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0151,0.0565,0.1505,NA,NA,NA,NA,NA,NA,NA,NA,25.52,TRUE,25.6,14.04,NA,NA,NA,NA,NA,NA,NA,65.16,54.3
"254","2017_H_05","25/7/17",20170725,"3","4",5,1.8,2,NA,NA,NA,5.8,85.8,52.4,44.6,46.1,77.4,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.6,0.5,NA,NA,NA,NA,0.6796,2.9382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0165000000000001,0.0738,0.3657,NA,NA,NA,NA,NA,NA,NA,NA,2.32,TRUE,42.9,26.2,22.3,27.66,38.7,NA,NA,NA,NA,160.08,52.0166666666667
"255","2017_H_05","25/7/17",20170725,"3","5",5,3,NA,NA,NA,NA,99.6,106,62.2,87.4,77.4,11.2,NA,NA,NA,NA,0.6,0.6,0.6,0.6,0.6,0.5,NA,NA,NA,NA,0.7389,5.4096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0151,0.0827,0.6667,NA,NA,NA,NA,NA,NA,NA,NA,59.76,TRUE,63.6,37.32,52.44,46.44,5.6,NA,NA,NA,NA,265.16,73.9666666666667
"256","2017_H_05","25/7/17",20170725,"4","1",5,1.7,1.7,1.6,NA,NA,71.1,107.4,85.1,25.2,62.4,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.4585,3.2055,13.2024,3,0.0142,7,0.0119,7,0.0301,2,0.0525,NA,"",NA,NA,6,"","",0.0125,0.054,0.445,1.3216,NA,0.003,0.001,0.0015,0.0172,NA,NA,35.55,TRUE,53.7,42.55,12.6,31.2,NA,NA,NA,NA,NA,175.6,70.24
"257","2017_H_05","25/7/17",20170725,"4","2",5,0.6,0.6,0.9,1.4,NA,80.4,40.6,24.9,80.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.5677,1.7683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0209,0.0679,0.2182,NA,NA,NA,NA,NA,NA,NA,NA,32.16,TRUE,16.24,9.96,32.08,NA,NA,NA,NA,NA,NA,90.44,56.525
"258","2017_H_05","25/7/17",20170725,"4","3",5,1.3,1.5,1.8,NA,NA,69.9,40.1,77.4,26.4,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.7285,1.6308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0134,0.0815,0.2168,NA,NA,NA,NA,NA,NA,NA,NA,27.96,TRUE,16.04,30.96,10.56,NA,NA,NA,NA,NA,NA,85.52,53.45
"259","2017_H_05","25/7/17",20170725,"4","4",5,1.1,1.7,1.6,NA,NA,57.4,85.1,33.4,50.5,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.5043,1.7721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.015,0.0624,0.239,NA,NA,NA,NA,NA,NA,NA,NA,28.7,TRUE,42.55,16.7,25.25,NA,NA,NA,NA,NA,NA,113.2,56.6
"260","2017_H_05","25/7/17",20170725,"4","5",5,2.5,2.5,NA,NA,NA,53.1,27.5,74.8,77.4,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.5785,2.0378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.012,0.0587000000000001,0.2641,NA,NA,NA,NA,NA,NA,NA,NA,26.55,TRUE,13.75,37.4,38.7,NA,NA,NA,NA,NA,NA,116.4,58.2
"261","2017_H_05","25/7/17",20170725,"5","1",5,1.7,2.3,NA,NA,NA,89.4,37,86.6,53.9,88.4,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.5431,3.6549,9.1667,2,0.0482,4,0.0199,12,0.0174,7,0.1291,2,"0.1043",NA,NA,2,"","",0.0104000000000001,0.0622,0.4669,0.9115,NA,0.00470000000000004,0.00180000000000002,0.00209999999999999,0.0517,0.0466,NA,44.7,TRUE,18.5,43.3,26.95,44.2,NA,NA,NA,NA,NA,177.65,71.06
"262","2017_H_05","25/7/17",20170725,"5","2",5,1.5,1.5,1.5,NA,NA,74.6,98.6,64.2,65.4,NA,NA,NA,NA,NA,NA,0.4,0.5,0.4,0.5,NA,NA,NA,NA,NA,NA,0.5971,2.5308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0133,0.0772,0.3874,NA,NA,NA,NA,NA,NA,NA,NA,29.84,TRUE,49.3,25.68,32.7,NA,NA,NA,NA,NA,NA,137.52,75.7
"263","2017_H_05","25/7/17",20170725,"5","3",5,1.2,1.2,1.1,1.3,NA,43,30.8,93.4,60.6,92.4,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.7277,3.0939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0123,0.0816,0.3962,NA,NA,NA,NA,NA,NA,NA,NA,17.2,TRUE,12.32,37.36,24.24,36.96,NA,NA,NA,NA,NA,128.08,64.04
"264","2017_H_05","25/7/17",20170725,"5","4",5,1.1,1.1,1.2,1.4,NA,80.6,72.4,48.4,46.3,74.2,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.478,2.6678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0139,0.0590999999999999,0.3189,NA,NA,NA,NA,NA,NA,NA,NA,32.24,TRUE,28.96,19.36,18.52,29.68,NA,NA,NA,NA,NA,128.76,64.38
"265","2017_H_05","25/7/17",20170725,"5","5",5,1.3,1.7,1.5,NA,NA,36.6,90.2,71,64.6,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.6005,2.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0111,0.069,0.3128,NA,NA,NA,NA,NA,NA,NA,NA,18.3,TRUE,45.1,35.5,32.3,NA,NA,NA,NA,NA,NA,131.2,65.6
"266","2017_H_05","25/7/17",20170725,"6","1",5,1.4,1.9,NA,NA,NA,45,80.9,66.6,82.8,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.6319,2.9723,21.981,2,0.3522,6,0.0192,6,0.0307,14,0.4472,NA,"",NA,NA,7,"","",0.0141,0.0736,0.3885,2.3982,NA,0.0747,0.002,0.00170000000000003,0.1557,NA,NA,22.5,TRUE,40.45,33.3,41.4,NA,NA,NA,NA,NA,NA,137.65,68.825
"267","2017_H_05","25/7/17",20170725,"6","2",5,2,1.9,NA,NA,NA,101.4,98.6,50.2,69,52.6,10.6,8.7,NA,NA,NA,0.6,0.6,0.6,0.5,0.6,0.4,0.4,NA,NA,NA,0.6354,3.7305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0131,0.0798,0.5576,NA,NA,NA,NA,NA,NA,NA,NA,60.84,TRUE,59.16,30.12,34.5,31.56,4.24,3.48,NA,NA,NA,223.9,55.8714285714286
"268","2017_H_05","25/7/17",20170725,"6","3",5,1.7,3,NA,NA,NA,37.2,74.2,62,66.4,NA,NA,NA,NA,NA,NA,0.5,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.4438,1.8482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0127,0.0537000000000001,0.2903,NA,NA,NA,NA,NA,NA,NA,NA,18.6,TRUE,29.68,24.8,26.56,NA,NA,NA,NA,NA,NA,99.64,59.95
"269","2017_H_05","25/7/17",20170725,"6","4",5,1.8,1.8,NA,NA,NA,106.2,58.4,100.2,72.4,69.2,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.4716,3.3369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0218,0.054,0.4083,NA,NA,NA,NA,NA,NA,NA,NA,42.48,TRUE,23.36,40.08,28.96,27.68,NA,NA,NA,NA,NA,162.56,81.28
"270","2017_H_05","25/7/17",20170725,"6","5",5,1.6,2.1,NA,NA,NA,61.4,88.4,74.2,87,28.6,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.5165,3.2967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0123,0.0660999999999999,0.5085,NA,NA,NA,NA,NA,NA,NA,NA,30.7,TRUE,44.2,37.1,43.5,14.3,NA,NA,NA,NA,NA,169.8,67.92
"271","2017_H_05","25/7/17",20170725,"7","1",5,1.8,2.1,NA,NA,NA,72.2,90.2,55.5,41.3,92.2,NA,NA,NA,NA,NA,0.6,0.6,0.5,0.5,0.6,NA,NA,NA,NA,NA,0.6688,3.9865,9.2023,2,0.007,3,0.0039,1,4e-04,10,0.2609,NA,"",NA,NA,NA,"","",0.0155999999999999,0.0783,0.5357,0.9081,NA,0.000299999999999967,0.000199999999999978,0,0.083,NA,NA,43.32,TRUE,54.12,27.75,20.65,55.32,NA,NA,NA,NA,NA,201.16,70.28
"272","2017_H_05","25/7/17",20170725,"7","2",5,2.1,1.6,NA,NA,NA,89.2,54.1,87.1,54.6,59.3,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.6971,3.4861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0193,0.0838,0.4841,NA,NA,NA,NA,NA,NA,NA,NA,44.6,TRUE,27.05,43.55,27.3,29.65,NA,NA,NA,NA,NA,172.15,68.86
"273","2017_H_05","25/7/17",20170725,"7","3",5,2.5,2.5,NA,NA,NA,36,64.6,72.3,71.9,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.5679,2.2823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0103,0.0697,0.3065,NA,NA,NA,NA,NA,NA,NA,NA,18,TRUE,32.3,36.15,35.95,NA,NA,NA,NA,NA,NA,122.4,61.2
"274","2017_H_05","25/7/17",20170725,"7","4",5,1.7,1.9,NA,NA,NA,15,46,45,66.1,37,91.3,NA,NA,NA,NA,0.4,0.5,0.4,0.5,0.5,0.5,NA,NA,NA,NA,0.665,2.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0147,0.0722,0.3444,NA,NA,NA,NA,NA,NA,NA,NA,6,TRUE,23,18,33.05,18.5,45.65,NA,NA,NA,NA,144.2,50.0666666666667
"275","2017_H_05","25/7/17",20170725,"7","5",5,1,1.5,1.7,NA,NA,67,60.1,26,62.2,79,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.6871,2.6096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0135999999999999,0.0845,0.3991,NA,NA,NA,NA,NA,NA,NA,NA,33.5,TRUE,30.05,13,31.1,39.5,NA,NA,NA,NA,NA,147.15,58.86
"276","2017_H_05","25/7/17",20170725,"8","1",5,0.9,1,1.5,NA,NA,24.1,35.7,87,NA,NA,NA,NA,NA,NA,NA,0.4,0.6,0.4,NA,NA,NA,NA,NA,NA,NA,0.4751,1.7042,6.9972,NA,NA,2,0.0023,2,0.0019,3,0.0847,NA,"",NA,NA,2,"","",0.0226,0.0608,0.1834,0.6433,NA,NA,0,0.000199999999999978,0.0304,NA,NA,9.64,TRUE,21.42,34.8,NA,NA,NA,NA,NA,NA,NA,65.86,48.9333333333333
"277","2017_H_05","25/7/17",20170725,"8","2",5,1,1.2,1,1.1,NA,43,107.8,86.2,78.8,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.6911,3.0352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0167999999999999,0.0692,0.4097,NA,NA,NA,NA,NA,NA,NA,NA,21.5,TRUE,53.9,43.1,39.4,NA,NA,NA,NA,NA,NA,157.9,78.95
"278","2017_H_05","25/7/17",20170725,"8","3",5,0.8,0.6,0.6,0.9,1,87.1,87.8,37,33.1,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.5,NA,NA,NA,NA,NA,NA,0.7034,1.7907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0109,0.0747,0.2277,NA,NA,NA,NA,NA,NA,NA,NA,34.84,TRUE,35.12,14.8,16.55,NA,NA,NA,NA,NA,NA,101.31,61.25
"279","2017_H_05","25/7/17",20170725,"8","4",5,1,0.8,0.7,1,NA,90,60.6,60.2,62.5,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,NA,0.5479,2.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0157,0.0689,0.3504,NA,NA,NA,NA,NA,NA,NA,NA,45,TRUE,30.3,30.1,25,NA,NA,NA,NA,NA,NA,130.4,68.325
"280","2017_H_05","25/7/17",20170725,"8","5",5,1.4,1.7,NA,NA,NA,82.4,65.1,99.5,46.6,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.6904,3.7376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0121,0.0871,0.4622,NA,NA,NA,NA,NA,NA,NA,NA,41.2,TRUE,32.55,49.75,23.3,NA,NA,NA,NA,NA,NA,146.8,73.4
"281","2017_L_01","29/4/17",20170429,"1","1",3.4,0.4,0.3,0.2,0.2,0.2,20.6,18.2,18,10.5,4.6,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,0.2749,0.2888,0.9636,NA,NA,NA,NA,NA,NA,1,0.0045,NA,"limpet = Lottia parallela",NA,NA,6,"","",NA,0.0473,0.0524,0.1246,NA,NA,NA,NA,0.002,NA,NA,4.12,TRUE,3.64,3.6,2.1,0.92,NA,NA,NA,NA,NA,14.38,14.38
"282","2017_L_01","29/4/17",20170429,"1","2",5,0.8,0.8,0.5,0.3,0.3,18,20.2,22,16,5.5,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.4,0.4,NA,NA,NA,NA,NA,0.5695,0.4634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,0.0865,0.0819000000000001,NA,NA,NA,NA,NA,NA,NA,NA,5.4,TRUE,6.06,6.6,6.4,2.2,NA,NA,NA,NA,NA,26.66,16.34
"283","2017_L_01","29/4/17",20170429,"1","3",3.2,0.1,0.1,0.2,0.2,0.2,8.2,4.7,4.5,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.2216,0.0818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,0.0308,0.0106000000000001,NA,NA,NA,NA,NA,NA,NA,NA,1.64,TRUE,0.94,0.9,NA,NA,NA,NA,NA,NA,NA,3.48,5.8
"284","2017_L_01","29/4/17",20170429,"1","4",1.5,0.1,0.2,0.2,0.1,0.1,22.4,8.6,15.6,16,11.5,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.3,0.2,NA,NA,NA,NA,NA,0.1598,0.3032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,0.0241,0.0198,NA,NA,NA,NA,NA,NA,NA,NA,4.48,TRUE,1.72,3.12,4.8,2.3,NA,NA,NA,NA,NA,16.42,14.82
"285","2017_L_01","29/4/17",20170429,"1","5",1.6,0.3,0.3,0.2,0.1,0.2,15.8,16,21,11.7,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,0.0794,0.2655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,0.00990000000000002,0.0406,NA,NA,NA,NA,NA,NA,NA,NA,3.16,TRUE,3.2,4.2,2.34,NA,NA,NA,NA,NA,NA,12.9,16.125
"286","2017_L_01","29/4/17",20170429,"2","1",5,0.3,0.2,0.2,0.3,0.3,17.6,17,9.3,13.1,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,0.2772,0.1764,1.9985,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,5,"1 ""non-grazing"" gastropod collected","",NA,0.0306,0.0267999999999999,0.1137,NA,NA,NA,NA,NA,NA,NA,3.52,TRUE,3.4,1.86,2.62,NA,NA,NA,NA,NA,NA,11.4,14.25
"287","2017_L_01","29/4/17",20170429,"2","2",1.7,0.4,0.2,0.3,0.3,NA,18.4,1.7,17.3,8.1,22.2,NA,NA,NA,NA,NA,0.3,0.3,0.2,0.2,0.2,NA,NA,NA,NA,NA,0.1134,0.3353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,0.0167,0.0525,NA,NA,NA,NA,NA,NA,NA,NA,5.52,TRUE,0.51,3.46,1.62,4.44,NA,NA,NA,NA,NA,15.55,13.54
"288","2017_L_01","29/4/17",20170429,"2","3",3.7,0.1,0.1,0.1,0.1,0.1,9.5,12,14,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.1861,0.0972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,0.021,0.013,NA,NA,NA,NA,NA,NA,NA,NA,1.9,TRUE,2.4,2.8,NA,NA,NA,NA,NA,NA,NA,7.1,11.8333333333333
"289","2017_L_01","29/4/17",20170429,"2","4",2.8,0.9,0.6,0.4,0.2,0.2,27.7,27.1,23.6,29.3,18.3,NA,NA,NA,NA,NA,0.3,0.4,0.2,0.3,0.3,NA,NA,NA,NA,NA,0.2624,0.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,0.0408999999999999,0.0978,NA,NA,NA,NA,NA,NA,NA,NA,8.31,TRUE,10.84,4.72,8.79,5.49,NA,NA,NA,NA,NA,38.15,25.2
"290","2017_L_01","29/4/17",20170429,"2","5",2,0.5,0.4,0.2,0.2,NA,24,18.2,16.1,22.1,NA,NA,NA,NA,NA,NA,0.3,0.2,0.3,0.2,NA,NA,NA,NA,NA,NA,0.2059,0.3874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,0.0296999999999999,0.0640000000000001,NA,NA,NA,NA,NA,NA,NA,NA,7.2,TRUE,3.64,4.83,4.42,NA,NA,NA,NA,NA,NA,20.09,20.1
